date,state,daily,blood_a,blood_b,blood_ab,blood_o,donations_new,donations_regular,donations_irregular,spike_flag,is_holiday,is_weekend,days_to_holiday,regular_ratio,7dayave_regular,30dayave_new,predicted_daily
2025-12-22,Kelantan,27,8,7,2,10,1,21,5,none,0,0,3.0,0.75,35.29,11.67,44.145176
2025-12-23,Kelantan,76,20,19,7,30,16,49,11,none,0,0,2.0,0.64,32.43,11.6,49.85468
2025-12-24,Kelantan,62,19,15,5,23,8,46,8,none,0,0,1.0,0.73,36.57,12.13,37.10287
2025-12-25,Kelantan,80,26,22,7,25,17,49,14,none,1,0,0.0,0.6,38.14,11.67,67.68223
2025-12-26,Kelantan,0,0,0,0,0,0,0,0,none,0,1,,0.0,42.0,10.93,-4.307738
2025-12-27,Kelantan,53,6,16,4,27,18,29,6,none,0,1,,0.54,32.29,10.93,63.118042
2025-12-28,Kelantan,56,13,16,4,23,8,34,14,none,0,0,,0.6,32.86,11.13,49.443764
2025-12-29,Kelantan,69,16,18,4,31,11,49,9,none,0,0,,0.7,32.57,11.4,51.713493
2025-12-30,Kelantan,67,13,19,13,22,10,46,11,none,0,0,,0.68,36.57,11.07,42.617565
2025-12-31,Kelantan,114,39,31,5,39,19,83,12,normal_spike,0,0,,0.72,36.14,11.3,36.505787
2025-01-01,Melaka,107,27,27,11,42,11,84,12,none,0,0,28.0,0.78,52.0,10.9,40.531147
2025-01-02,Melaka,25,7,4,3,11,4,20,1,none,0,0,27.0,0.77,50.57,11.23,40.531147
2025-01-03,Melaka,16,6,5,1,4,0,15,1,none,0,0,26.0,0.88,51.57,11.27,21.97933
2025-01-04,Melaka,74,16,26,5,27,14,47,13,none,0,1,25.0,0.63,51.43,10.57,128.59096
2025-01-05,Melaka,173,52,42,12,67,23,119,31,none,0,1,24.0,0.68,47.0,11.0,115.14795
2025-01-06,Melaka,29,7,7,0,15,1,26,2,none,0,0,23.0,0.87,49.71,11.17,23.187792
2025-01-07,Melaka,72,19,15,5,33,22,41,9,none,0,0,22.0,0.56,50.29,10.9,72.86564
2025-01-08,Melaka,89,24,23,11,31,7,66,16,none,0,0,21.0,0.73,50.29,11.13,42.011166
2025-01-09,Melaka,86,17,23,6,40,52,25,9,none,0,0,20.0,0.29,47.71,11.37,79.15171
2025-01-10,Melaka,22,6,6,2,8,1,19,2,none,0,0,19.0,0.83,48.43,12.2,30.090458
2025-01-11,Melaka,69,12,16,7,34,5,51,13,none,0,1,18.0,0.73,49.0,11.97,136.88412
2025-01-12,Melaka,229,59,51,13,106,32,165,32,none,0,1,17.0,0.72,49.57,11.87,133.05725
2025-01-13,Melaka,20,4,5,1,10,0,18,2,none,0,0,16.0,0.86,56.14,12.93,37.447296
2025-01-14,Melaka,76,21,25,3,27,11,45,20,none,0,0,15.0,0.58,55.0,12.47,84.01382
2025-01-15,Melaka,180,43,55,16,66,70,90,20,none,0,0,14.0,0.5,55.57,12.17,84.01382
2025-01-16,Melaka,65,19,19,2,25,12,37,16,none,0,0,13.0,0.56,59.0,14.47,89.48771
2025-01-17,Melaka,15,3,1,3,8,0,14,1,none,0,0,12.0,0.88,60.71,14.37,30.236341
2025-01-18,Melaka,64,18,15,6,25,4,47,13,none,0,1,11.0,0.72,60.0,13.97,165.61359
2025-01-19,Melaka,90,21,29,4,36,11,74,5,none,0,1,10.0,0.81,59.43,14.07,168.5709
2025-01-20,Melaka,23,6,7,0,10,2,20,1,none,0,0,9.0,0.83,46.43,14.37,29.127096
2025-01-21,Melaka,47,9,10,3,25,4,28,15,none,0,0,8.0,0.58,46.71,13.6,70.06017
2025-01-22,Melaka,61,13,14,5,29,13,17,31,none,0,0,7.0,0.27,44.29,12.23,78.52964
2025-01-23,Melaka,122,34,31,6,51,10,83,29,none,0,0,6.0,0.67,33.86,12.67,50.360752
2025-01-24,Melaka,11,3,2,2,4,1,8,2,none,0,0,5.0,0.67,40.43,12.13,51.86567
2025-01-25,Melaka,85,24,19,8,34,20,35,30,none,0,1,4.0,0.41,39.57,11.63,74.006226
2025-01-26,Melaka,140,40,45,3,52,16,94,30,none,0,1,3.0,0.67,37.86,12.3,94.960655
2025-01-27,Melaka,15,6,3,1,5,0,14,1,none,0,0,2.0,0.88,40.71,12.83,15.293946
2025-01-28,Melaka,21,5,6,2,8,3,16,2,none,0,0,1.0,0.73,39.86,12.03,40.882816
2025-01-29,Melaka,63,17,17,3,26,9,46,8,none,1,0,0.0,0.72,38.14,11.8,69.15469
2025-01-30,Melaka,99,25,23,5,46,16,60,23,none,1,0,0.0,0.6,42.29,12.07,70.59843
2025-01-31,Melaka,9,2,2,0,5,0,9,0,none,0,0,59.0,0.9,39.0,12.47,27.793863
2025-02-01,Melaka,81,10,22,6,43,10,51,20,none,0,1,58.0,0.62,39.14,12.1,94.82981
2025-02-02,Melaka,99,20,24,7,48,15,61,23,none,0,1,57.0,0.61,41.43,12.3,102.652
2025-02-03,Melaka,114,30,24,6,54,12,83,19,none,0,0,56.0,0.72,36.71,12.8,53.74104
2025-02-04,Melaka,16,4,2,0,10,0,14,2,none,0,0,55.0,0.82,46.57,12.73,35.21207
2025-02-05,Melaka,52,14,17,3,18,11,32,9,none,0,0,54.0,0.6,46.29,11.97,64.79211
2025-02-06,Melaka,56,21,12,4,19,8,36,12,none,0,0,53.0,0.63,44.29,12.3,58.119175
2025-02-07,Melaka,16,6,5,1,4,3,10,3,none,0,0,52.0,0.59,40.86,11.83,64.73943
2025-02-08,Melaka,56,14,18,4,20,7,30,19,none,0,1,51.0,0.53,41.0,11.7,81.113914
2025-02-09,Melaka,165,49,47,11,58,24,121,20,none,0,1,50.0,0.73,38.0,10.2,93.930885
2025-02-10,Melaka,29,9,7,2,11,1,26,2,none,0,0,49.0,0.87,46.57,10.97,25.048494
2025-02-11,Melaka,56,15,10,4,27,9,39,8,none,0,0,48.0,0.68,38.43,10.83,53.364296
2025-02-12,Melaka,43,8,12,3,20,4,22,17,none,0,0,47.0,0.5,42.0,10.07,71.191864
2025-02-13,Melaka,141,27,44,2,68,24,94,23,none,0,0,46.0,0.66,40.57,10.2,58.49992
2025-02-14,Melaka,5,2,1,0,2,0,2,3,none,0,0,45.0,0.33,48.86,10.63,81.68112
2025-02-15,Melaka,132,33,32,10,57,21,87,24,none,0,1,44.0,0.65,47.71,8.3,117.17774
2025-02-16,Melaka,190,53,39,12,86,17,138,35,none,0,1,43.0,0.72,55.86,8.6,147.76733
2025-02-17,Melaka,17,4,6,0,7,1,15,1,none,0,0,42.0,0.83,58.29,9.17,40.76357
2025-02-18,Melaka,140,25,30,17,68,17,92,31,none,0,0,41.0,0.65,56.71,9.07,71.97263
2025-02-19,Melaka,45,11,15,1,18,18,20,7,none,0,0,40.0,0.43,64.29,9.27,98.36457
2025-02-20,Melaka,138,31,33,10,64,7,97,34,none,0,0,39.0,0.7,64.0,9.8,76.28463
2025-02-21,Melaka,18,3,6,2,7,0,18,0,none,0,0,38.0,0.95,64.43,9.9,30.882406
2025-02-22,Melaka,226,54,68,11,93,29,138,59,none,0,1,37.0,0.61,66.71,9.47,153.18845
2025-02-23,Melaka,268,70,67,18,113,31,176,61,normal_spike,0,1,36.0,0.65,74.0,10.1,196.88525
2025-02-24,Melaka,13,2,5,0,6,1,12,0,none,0,0,35.0,0.86,79.43,11.1,48.404118
2025-02-25,Melaka,134,30,27,12,65,37,66,31,none,0,0,34.0,0.49,79.0,10.47,99.265076
2025-02-26,Melaka,144,32,39,12,61,26,85,33,none,0,0,33.0,0.59,75.29,11.17,94.74132
2025-02-27,Melaka,157,37,46,8,66,38,85,34,none,0,0,32.0,0.54,84.57,12.03,104.049675
2025-02-28,Melaka,94,29,19,6,40,24,56,14,none,0,0,31.0,0.59,82.86,13.2,100.83141
2025-03-01,Melaka,140,31,38,9,62,15,96,29,none,0,1,30.0,0.68,88.29,13.7,213.92955
2025-03-02,Melaka,0,0,0,0,0,0,0,0,none,0,1,29.0,0.0,82.29,13.67,31.148085
2025-03-03,Melaka,47,14,18,2,13,5,34,8,none,0,0,28.0,0.71,57.14,13.67,55.789635
2025-03-04,Melaka,41,15,9,0,17,5,24,12,none,0,0,27.0,0.57,60.29,13.5,86.37258
2025-03-05,Melaka,33,9,8,1,15,3,19,11,none,0,0,26.0,0.56,54.29,13.17,81.509674
2025-03-06,Melaka,5,2,1,0,2,0,4,1,none,0,0,25.0,0.67,44.86,12.87,51.723015
2025-03-07,Melaka,81,20,23,5,33,10,48,23,none,0,0,24.0,0.59,33.29,12.87,62.514694
2025-03-08,Melaka,48,6,10,6,26,6,41,1,none,0,1,23.0,0.84,32.14,12.83,86.91926
2025-03-09,Melaka,254,67,62,14,111,12,219,23,normal_spike,0,1,22.0,0.86,24.29,12.77,80.07865
2025-03-10,Melaka,64,14,21,4,25,4,52,8,none,0,0,21.0,0.8,55.57,13.07,36.322975
2025-03-11,Melaka,15,5,7,0,3,0,15,0,none,0,0,20.0,0.94,58.14,12.97,27.273327
2025-03-12,Melaka,88,15,29,5,39,14,40,34,none,0,0,19.0,0.45,56.86,12.17,84.969635
2025-03-13,Melaka,6,3,1,1,1,1,4,1,none,0,0,18.0,0.57,59.86,12.6,88.17228
2025-03-14,Melaka,91,16,21,12,42,15,45,31,none,0,0,17.0,0.49,59.86,12.33,91.96181
2025-03-15,Melaka,99,33,18,7,41,20,61,18,none,0,1,16.0,0.61,59.43,12.7,142.54628
2025-03-16,Melaka,194,47,47,12,88,16,165,13,none,0,1,15.0,0.85,62.29,12.57,177.9019
2025-03-17,Melaka,38,10,13,0,15,4,29,5,none,0,0,14.0,0.74,54.57,13.1,49.12764
2025-03-18,Melaka,37,8,12,1,16,4,26,7,none,0,0,13.0,0.68,51.29,12.53,56.392006
2025-03-19,Melaka,41,6,10,5,20,15,20,6,none,0,0,12.0,0.48,52.86,12.1,79.868484
2025-03-20,Melaka,6,3,1,0,2,0,5,1,none,0,0,11.0,0.71,50.0,12.57,47.843037
2025-03-21,Melaka,153,50,33,8,62,74,76,3,none,0,0,10.0,0.49,50.14,12.0,78.83665
2025-03-22,Melaka,97,20,32,7,38,54,43,0,none,0,1,9.0,0.44,54.57,13.87,111.04574
2025-03-23,Melaka,151,33,44,2,72,19,90,42,none,0,1,8.0,0.59,52.0,15.43,119.90606
2025-03-24,Melaka,60,13,18,6,23,3,51,6,none,0,0,7.0,0.84,41.29,16.07,29.683315
2025-03-25,Melaka,55,9,18,6,22,21,28,6,none,0,0,6.0,0.5,44.43,15.2,69.06098
2025-03-26,Melaka,55,19,13,4,19,2,44,9,none,0,0,5.0,0.79,44.71,14.87,35.033333
2025-03-27,Melaka,16,5,2,0,9,0,16,0,none,0,0,4.0,0.94,48.14,14.9,20.939394
2025-03-28,Melaka,57,9,20,3,25,4,50,3,none,0,0,3.0,0.86,49.71,13.67,37.075943
2025-03-29,Melaka,79,17,18,7,37,14,53,12,none,0,1,2.0,0.66,46.0,12.93,96.18412
2025-03-30,Melaka,3,1,1,0,1,0,3,0,none,0,1,1.0,0.75,47.43,12.13,104.27964
2025-03-31,Melaka,0,0,0,0,0,0,0,0,none,1,0,0.0,0.0,35.0,11.33,1.2173575
2025-04-01,Melaka,0,0,0,0,0,0,0,0,none,1,0,0.0,0.0,27.71,10.83,3.1581461
2025-04-02,Melaka,40,9,10,3,18,2,34,4,none,0,0,66.0,0.83,23.71,10.83,24.92218
2025-04-03,Melaka,58,18,21,0,19,3,49,6,none,0,0,65.0,0.83,22.29,10.73,24.779596
2025-04-04,Melaka,26,4,7,1,14,2,24,0,none,0,0,64.0,0.89,27.0,10.67,22.87423
2025-04-05,Melaka,77,17,22,7,31,10,50,17,none,0,1,63.0,0.64,23.29,10.63,81.118866
2025-04-06,Melaka,225,65,60,12,88,19,162,44,none,0,1,62.0,0.72,22.86,10.97,87.43569
2025-04-07,Melaka,22,5,8,2,7,0,22,0,none,0,0,61.0,0.96,45.57,11.27,28.018167
2025-04-08,Melaka,111,29,33,6,43,20,73,18,none,0,0,60.0,0.65,48.71,11.07,67.14135
2025-04-09,Melaka,136,34,36,14,52,36,55,45,none,0,0,59.0,0.4,59.14,11.33,100.627174
2025-04-10,Melaka,15,1,6,2,6,2,11,2,none,0,0,58.0,0.69,62.14,12.4,74.110344
2025-04-11,Melaka,17,3,3,3,8,0,15,2,none,0,0,57.0,0.83,56.71,12.47,44.947643
2025-04-12,Melaka,109,31,29,8,41,24,57,28,none,0,1,56.0,0.52,55.43,12.0,125.96768
2025-04-13,Melaka,151,36,25,14,76,25,100,26,none,0,1,55.0,0.66,56.43,12.77,146.21591
2025-04-14,Melaka,23,3,6,0,14,4,17,2,none,0,0,54.0,0.71,47.57,13.1,45.966496
2025-04-15,Melaka,62,12,16,4,30,28,29,5,none,0,0,53.0,0.46,46.86,12.57,74.67804
2025-04-16,Melaka,57,10,21,3,23,9,36,12,none,0,0,52.0,0.62,40.57,12.97,57.19738
2025-04-17,Melaka,97,20,24,5,48,15,64,18,none,0,0,51.0,0.65,37.86,13.13,57.19738
2025-04-18,Melaka,19,8,5,1,5,0,17,2,none,0,0,50.0,0.85,45.43,13.5,32.475533
2025-04-19,Melaka,123,28,46,4,45,44,49,30,none,0,1,49.0,0.4,45.71,13.0,82.50551
2025-04-20,Melaka,174,52,29,10,83,15,143,16,none,0,1,48.0,0.82,44.57,14.47,110.91968
2025-04-21,Melaka,15,5,2,2,6,1,14,0,none,0,0,47.0,0.88,50.71,12.5,23.601376
2025-04-22,Melaka,108,29,26,5,48,19,62,27,none,0,0,46.0,0.57,50.29,10.73,75.37364
2025-04-23,Melaka,141,45,38,14,44,43,82,16,none,0,0,45.0,0.58,55.0,10.73,83.626755
2025-04-24,Melaka,18,7,6,0,5,1,14,3,none,0,0,44.0,0.74,61.57,12.07,56.45839
2025-04-25,Melaka,22,5,4,1,12,1,20,1,none,0,0,43.0,0.87,54.43,11.4,26.861544
2025-04-26,Melaka,143,34,42,10,57,16,99,28,none,0,1,42.0,0.69,54.86,11.37,147.06958
2025-04-27,Melaka,62,12,21,2,27,7,37,18,none,0,1,41.0,0.59,62.0,11.9,139.97382
2025-04-28,Melaka,90,22,29,4,35,36,45,9,none,0,0,40.0,0.49,46.86,12.0,81.342865
2025-04-29,Melaka,13,2,4,1,6,1,11,1,none,0,0,39.0,0.79,51.29,12.73,40.33583
2025-04-30,Melaka,23,9,4,1,9,1,18,4,none,0,0,38.0,0.75,44.0,12.77,41.831123
2025-05-01,Melaka,185,43,41,8,93,16,136,33,none,0,0,37.0,0.73,34.86,12.8,41.576084
2025-05-02,Melaka,26,4,9,1,12,4,22,0,none,0,0,36.0,0.81,52.29,13.33,37.21669
2025-05-03,Melaka,79,25,19,2,33,12,53,14,none,0,1,35.0,0.66,52.57,13.4,140.1165
2025-05-04,Melaka,107,26,19,7,55,12,75,20,none,0,1,34.0,0.69,46.0,13.7,116.622185
2025-05-05,Melaka,19,4,10,0,5,0,17,2,none,0,0,33.0,0.85,51.43,14.03,32.463406
2025-05-06,Melaka,95,18,29,6,42,15,59,21,none,0,0,32.0,0.61,47.43,13.7,61.869843
2025-05-07,Melaka,130,40,44,7,39,15,82,33,none,0,0,31.0,0.63,54.29,13.57,69.03659
2025-05-08,Melaka,144,42,37,13,52,16,103,25,none,0,0,30.0,0.71,63.43,14.07,62.605488
2025-05-09,Melaka,24,4,6,4,10,2,21,1,none,0,0,29.0,0.84,58.71,13.93,39.088436
2025-05-10,Melaka,92,17,35,9,31,7,67,18,none,0,1,28.0,0.72,58.57,12.8,164.77989
2025-05-11,Melaka,175,51,50,8,66,20,118,37,none,0,1,27.0,0.67,60.57,12.97,167.59718
2025-05-12,Melaka,216,60,47,7,102,24,149,43,none,0,0,26.0,0.69,66.71,13.63,76.48779
2025-05-13,Melaka,18,12,4,0,2,1,15,2,none,0,0,25.0,0.79,85.57,13.63,65.258804
2025-05-14,Melaka,73,20,20,3,30,5,55,13,none,0,0,24.0,0.74,79.29,12.83,67.48773
2025-05-15,Melaka,126,21,41,10,54,14,88,24,none,0,0,23.0,0.69,75.43,12.87,84.16985
2025-05-16,Melaka,16,6,3,1,6,3,12,1,none,0,0,22.0,0.71,73.29,12.4,71.54175
2025-05-17,Melaka,126,30,29,12,55,25,77,24,none,0,1,21.0,0.61,72.0,12.2,159.73648
2025-05-18,Melaka,200,58,46,7,89,18,155,27,none,0,1,20.0,0.77,73.43,12.53,188.10265
2025-05-19,Melaka,14,0,5,1,8,1,10,3,none,0,0,19.0,0.67,78.71,13.13,81.29894
2025-05-20,Melaka,123,25,36,8,54,59,37,27,none,0,0,18.0,0.3,58.86,11.7,98.19057
2025-05-21,Melaka,78,23,20,4,31,10,49,19,none,0,0,17.0,0.62,62.0,13.17,74.28036
2025-05-22,Melaka,49,15,8,4,22,9,30,10,none,0,0,16.0,0.6,61.14,13.47,78.28888
2025-05-23,Melaka,10,1,3,0,6,0,9,1,none,0,0,15.0,0.82,52.86,13.13,38.148087
2025-05-24,Melaka,119,32,48,8,31,32,58,29,none,0,1,14.0,0.48,52.43,11.7,108.589874
2025-05-25,Melaka,228,62,63,13,90,29,160,39,none,0,1,13.0,0.7,49.71,12.73,134.7924
2025-05-26,Melaka,20,9,5,1,5,3,17,0,none,0,0,12.0,0.81,50.43,13.67,37.08861
2025-05-27,Melaka,13,6,3,0,4,1,11,1,none,0,0,11.0,0.79,51.43,13.23,37.08861
2025-05-28,Melaka,106,18,36,8,44,11,76,19,none,0,0,10.0,0.71,47.71,13.03,44.588284
2025-05-29,Melaka,89,24,32,3,30,12,52,25,none,0,0,9.0,0.58,51.57,12.2,72.73068
2025-05-30,Melaka,13,3,4,0,6,2,10,1,none,0,0,8.0,0.71,54.71,12.57,52.131203
2025-05-31,Melaka,12,2,5,0,5,0,12,0,none,0,1,7.0,0.92,54.86,12.6,138.29646
2025-06-01,Melaka,169,36,37,7,89,27,125,17,none,0,1,6.0,0.74,48.29,12.07,116.22024
2025-06-02,Melaka,90,18,24,8,40,12,56,22,none,0,0,5.0,0.62,43.29,12.83,57.923088
2025-06-03,Melaka,31,5,9,0,17,13,16,2,none,0,0,4.0,0.5,48.86,12.83,70.06017
2025-06-04,Melaka,116,29,37,12,38,18,74,24,none,0,0,3.0,0.63,49.57,12.87,62.290867
2025-06-05,Melaka,73,14,20,6,33,11,44,18,none,0,0,2.0,0.59,49.29,13.47,63.587616
2025-06-06,Melaka,11,4,2,1,4,0,10,1,none,0,0,1.0,0.83,48.14,13.33,26.925531
2025-06-07,Melaka,0,0,0,0,0,0,0,0,none,1,1,0.0,0.0,48.14,12.83,1.7992848
2025-06-08,Melaka,0,0,0,0,0,0,0,0,none,0,1,134.0,0.0,46.43,12.3,7.6879086
2025-06-09,Melaka,17,5,4,2,6,0,17,0,none,0,0,133.0,0.94,28.57,12.23,23.520287
2025-06-10,Melaka,103,23,34,11,35,49,37,17,none,0,0,132.0,0.36,23.0,12.0,68.68523
2025-06-11,Melaka,55,7,13,5,30,23,18,14,none,0,0,131.0,0.32,26.0,12.97,69.16454
2025-06-12,Melaka,16,4,3,1,8,0,16,0,none,0,0,130.0,0.94,18.0,12.93,22.48054
2025-06-13,Melaka,67,15,16,3,33,6,50,11,none,0,0,129.0,0.74,14.0,12.9,40.688576
2025-06-14,Melaka,165,34,48,13,70,12,129,24,none,0,1,128.0,0.78,19.71,12.93,86.236626
2025-06-15,Melaka,119,32,24,10,53,9,94,16,none,0,1,127.0,0.78,38.14,12.87,96.893105
2025-06-16,Melaka,148,39,41,8,60,84,49,15,none,0,0,126.0,0.33,51.57,13.07,84.39571
2025-06-17,Melaka,149,36,46,9,58,95,42,12,none,0,0,125.0,0.28,56.14,15.03,92.38942
2025-06-18,Melaka,18,7,5,0,6,1,14,3,none,0,0,124.0,0.74,56.86,17.6,53.0605
2025-06-19,Melaka,11,2,3,0,6,0,9,2,none,0,0,123.0,0.75,56.29,17.6,51.250942
2025-06-20,Melaka,11,3,2,0,6,0,10,1,none,0,0,122.0,0.83,55.29,15.63,32.396507
2025-06-21,Melaka,125,23,43,12,47,12,88,25,none,0,1,121.0,0.7,49.57,15.3,136.69067
2025-06-22,Melaka,144,39,31,7,67,18,106,20,none,0,1,120.0,0.73,43.71,15.4,106.288734
2025-06-23,Melaka,26,5,4,2,15,3,23,0,none,0,0,119.0,0.85,45.43,16.0,29.670261
2025-06-24,Melaka,102,16,25,7,54,24,61,17,none,0,0,118.0,0.59,41.71,15.03,68.75386
2025-06-25,Melaka,72,21,18,3,30,14,45,13,none,0,0,117.0,0.62,44.43,14.87,57.910046
2025-06-26,Melaka,12,3,4,0,5,0,11,1,none,0,0,116.0,0.85,48.86,15.23,30.583471
2025-06-27,Melaka,29,7,7,2,13,8,15,6,none,0,0,115.0,0.5,49.14,15.2,70.67941
2025-06-28,Melaka,84,27,22,2,33,12,64,8,none,0,1,114.0,0.75,49.86,15.1,139.63417
2025-06-29,Melaka,150,38,39,11,62,11,119,20,none,0,1,113.0,0.79,46.43,15.1,124.98215
2025-06-30,Melaka,24,3,7,1,13,3,20,1,none,0,0,112.0,0.8,48.29,15.4,35.002937
2025-07-01,Melaka,225,49,62,14,100,41,134,50,none,0,0,111.0,0.59,47.86,15.5,69.75305
2025-07-02,Melaka,233,61,65,14,93,54,126,53,none,0,0,110.0,0.54,58.29,15.97,87.589005
2025-07-03,Melaka,11,3,2,0,6,1,9,1,none,0,0,109.0,0.75,69.86,17.37,62.645844
2025-07-04,Melaka,24,11,7,0,6,2,14,8,none,0,0,108.0,0.56,69.57,16.97,96.69905
2025-07-05,Melaka,9,1,3,0,5,0,9,0,none,0,1,107.0,0.9,69.43,16.43,187.57143
2025-07-06,Melaka,149,43,45,7,54,13,122,14,none,0,1,106.0,0.81,61.57,16.07,177.35913
2025-07-07,Melaka,232,72,58,16,86,65,102,65,none,0,0,105.0,0.44,62.0,16.5,91.275734
2025-07-08,Melaka,111,27,37,6,41,23,59,29,none,0,0,104.0,0.53,73.71,18.67,104.64165
2025-07-09,Melaka,66,15,15,6,30,34,22,10,none,0,0,103.0,0.33,63.0,19.43,105.32213
2025-07-10,Melaka,12,3,3,1,5,0,10,2,none,0,0,102.0,0.77,48.14,20.57,49.784584
2025-07-11,Melaka,103,26,32,6,39,58,40,5,none,0,0,101.0,0.38,48.29,18.93,89.37874
2025-07-12,Melaka,25,10,5,1,9,1,21,3,none,0,1,100.0,0.81,52.0,20.1,161.9029
2025-07-13,Melaka,227,63,53,18,93,16,175,36,none,0,1,99.0,0.77,53.71,20.13,173.18576
2025-07-14,Melaka,10,3,5,0,2,0,8,2,none,0,0,98.0,0.73,61.29,20.47,64.878746
2025-07-15,Melaka,128,31,35,9,53,14,78,36,none,0,0,97.0,0.6,47.86,20.07,72.50804
2025-07-16,Melaka,71,24,17,3,27,23,29,19,none,0,0,96.0,0.4,50.57,20.23,89.41241
2025-07-17,Melaka,136,31,46,10,49,26,80,30,none,0,0,95.0,0.58,51.57,18.2,81.02231
2025-07-18,Melaka,24,10,6,0,8,1,21,2,none,0,0,94.0,0.84,61.57,15.9,42.273727
2025-07-19,Melaka,34,7,12,1,14,5,22,7,none,0,1,93.0,0.63,58.86,15.9,157.58063
2025-07-20,Melaka,212,51,52,7,102,29,118,65,none,0,1,92.0,0.55,59.0,16.07,137.9012
2025-07-21,Melaka,18,3,2,1,12,2,16,0,none,0,0,91.0,0.84,50.86,17.03,35.519043
2025-07-22,Melaka,83,20,20,2,41,10,49,24,none,0,0,90.0,0.58,52.0,16.7,79.80891
2025-07-23,Melaka,90,22,21,7,40,9,67,14,none,0,0,89.0,0.74,47.86,16.43,44.498737
2025-07-24,Melaka,123,33,35,11,44,37,47,39,none,0,0,88.0,0.38,53.29,16.63,89.42529
2025-07-25,Melaka,36,7,10,3,16,6,26,4,none,0,0,87.0,0.7,48.57,17.07,57.25253
2025-07-26,Melaka,101,22,32,8,39,18,51,32,none,0,1,86.0,0.5,49.29,16.8,112.64108
2025-07-27,Melaka,192,57,44,19,72,24,151,17,none,0,1,85.0,0.78,53.43,17.4,153.1317
2025-07-28,Melaka,20,4,9,1,6,2,17,1,none,0,0,84.0,0.81,58.14,17.93,45.598003
2025-07-29,Melaka,66,13,21,2,30,13,34,19,none,0,0,83.0,0.51,58.29,17.6,93.80139
2025-07-30,Melaka,166,47,44,10,65,12,126,28,none,0,0,82.0,0.75,56.14,17.67,53.910213
2025-07-31,Melaka,83,24,19,8,32,23,40,20,none,0,0,81.0,0.48,64.57,17.97,104.36126
2025-08-01,Melaka,21,3,5,0,13,3,14,4,none,0,0,80.0,0.64,63.57,17.37,78.77342
2025-08-02,Melaka,96,22,24,7,43,15,59,22,none,0,1,79.0,0.61,61.86,15.67,145.77469
2025-08-03,Melaka,148,29,36,5,78,6,122,20,none,0,1,78.0,0.82,63.0,16.13,177.64946
2025-08-04,Melaka,20,2,7,2,9,3,17,0,none,0,0,77.0,0.81,58.86,16.27,46.209446
2025-08-05,Melaka,19,4,6,1,8,0,17,2,none,0,0,76.0,0.85,58.86,16.37,41.78995
2025-08-06,Melaka,155,40,48,9,58,44,80,31,none,0,0,75.0,0.51,56.43,15.93,83.16544
2025-08-07,Melaka,48,11,20,4,13,4,31,13,none,0,0,74.0,0.63,49.86,15.23,64.57975
2025-08-08,Melaka,13,4,3,0,6,0,12,1,none,0,0,73.0,0.86,48.57,14.6,40.149014
2025-08-09,Melaka,96,30,24,2,40,14,68,14,none,0,1,72.0,0.7,48.29,13.47,120.91887
2025-08-10,Melaka,132,39,31,4,58,11,106,15,none,0,1,71.0,0.8,49.57,13.93,142.6577
2025-08-11,Melaka,19,6,5,0,8,1,14,4,none,0,0,70.0,0.7,47.29,12.37,53.46566
2025-08-12,Melaka,20,7,5,3,5,0,19,1,none,0,0,69.0,0.9,46.86,12.37,22.336836
2025-08-13,Melaka,88,26,24,2,36,16,20,52,none,0,0,68.0,0.22,47.14,11.83,82.11846
2025-08-14,Melaka,101,31,24,8,38,28,24,49,none,0,0,67.0,0.24,38.57,12.37,77.91979
2025-08-15,Melaka,9,4,0,0,5,0,8,1,none,0,0,66.0,0.8,37.57,12.83,35.029926
2025-08-16,Melaka,61,10,10,8,33,5,45,11,none,0,1,65.0,0.73,37.0,12.07,95.11999
2025-08-17,Melaka,126,42,28,2,54,11,91,24,none,0,1,64.0,0.72,33.71,11.37,98.32956
2025-08-18,Melaka,14,2,4,1,7,0,11,3,none,0,0,63.0,0.73,31.57,11.7,46.08702
2025-08-19,Melaka,92,25,24,7,36,29,53,10,none,0,0,62.0,0.57,31.14,11.53,70.31119
2025-08-20,Melaka,14,5,2,1,6,2,9,3,none,0,0,61.0,0.6,36.0,11.53,67.51221
2025-08-21,Melaka,132,37,41,9,45,16,93,23,none,0,0,60.0,0.7,34.43,11.53,59.461452
2025-08-22,Melaka,18,4,5,4,5,0,18,0,none,0,0,59.0,0.95,44.29,11.73,28.018167
2025-08-23,Melaka,0,0,0,0,0,0,0,0,none,0,1,58.0,0.0,45.71,11.43,2.5900693
2025-08-24,Melaka,180,40,52,11,77,14,143,23,none,0,1,57.0,0.79,39.29,10.2,104.88195
2025-08-25,Melaka,117,23,31,15,48,14,79,24,none,0,0,56.0,0.67,46.71,10.47,60.49369
2025-08-26,Melaka,61,20,18,3,20,4,42,15,none,0,0,55.0,0.68,56.43,10.33,62.791164
2025-08-27,Melaka,70,14,18,7,31,14,44,12,none,0,0,54.0,0.62,54.86,9.67,67.65332
2025-08-28,Melaka,117,27,41,6,43,12,84,21,none,0,0,53.0,0.71,59.86,10.07,62.466045
2025-08-29,Melaka,12,2,3,1,6,1,8,3,none,0,0,52.0,0.62,58.57,10.03,72.952194
2025-08-30,Melaka,4,1,0,0,3,0,3,1,none,0,1,51.0,0.6,57.14,9.67,136.45366
