date,state,daily,blood_a,blood_b,blood_ab,blood_o,donations_new,donations_regular,donations_irregular,spike_flag,is_holiday,is_weekend,days_to_holiday,regular_ratio,7dayave_regular,30dayave_new
2023-01-01,Kelantan,83,27,21,5,30,10,59,14,none,0,0,21.0,0.7,0.0,0.0
2023-01-02,Kelantan,58,17,18,4,19,22,26,10,none,0,0,20.0,0.44,59.0,10.0
2023-01-03,Kelantan,34,11,9,3,11,9,19,6,none,0,0,19.0,0.54,42.5,16.0
2023-01-04,Kelantan,46,8,18,5,15,11,29,6,none,0,0,18.0,0.62,34.67,13.67
2023-01-05,Kelantan,66,11,14,7,34,34,22,10,none,0,0,17.0,0.33,33.25,13.0
2023-01-06,Kelantan,51,15,9,8,19,24,16,11,none,0,1,16.0,0.31,31.0,17.2
2023-01-07,Kelantan,25,7,7,0,11,8,11,6,none,0,1,15.0,0.42,28.5,18.33
2023-01-08,Kelantan,33,9,11,2,11,10,17,6,none,0,0,14.0,0.5,26.0,16.86
2023-01-09,Kelantan,29,11,9,2,7,1,22,6,none,0,0,13.0,0.73,20.0,16.0
2023-01-10,Kelantan,56,15,16,2,23,16,28,12,none,0,0,12.0,0.49,19.43,14.33
2023-01-11,Kelantan,26,5,9,0,12,3,20,3,none,0,0,11.0,0.74,20.71,14.5
2023-01-12,Kelantan,34,12,8,0,14,8,22,4,none,0,0,10.0,0.63,19.43,13.45
2023-01-13,Kelantan,36,12,14,1,9,9,19,8,none,0,1,9.0,0.51,19.43,13.0
2023-01-14,Kelantan,31,7,11,2,11,13,8,10,none,0,1,8.0,0.25,19.86,12.69
2023-01-15,Kelantan,36,13,10,3,10,3,28,5,none,0,0,7.0,0.76,19.43,12.71
2023-01-16,Kelantan,69,25,19,1,24,28,27,14,none,0,0,6.0,0.39,21.0,12.07
2023-01-17,Kelantan,81,21,21,3,36,36,23,22,none,0,0,5.0,0.28,21.71,13.06
2023-01-18,Kelantan,34,10,12,0,12,6,19,9,none,0,0,4.0,0.54,21.0,14.41
2023-01-19,Kelantan,117,27,36,7,47,29,65,23,normal_spike,0,0,3.0,0.55,20.86,13.94
2023-01-20,Kelantan,0,0,0,0,0,0,0,0,none,0,1,2.0,0.0,27.0,14.74
2023-01-21,Kelantan,27,8,5,4,10,6,13,8,none,0,1,1.0,0.46,24.29,14.0
2023-01-22,Kelantan,44,16,11,0,17,12,18,14,none,1,0,0.0,0.4,25.0,13.62
2023-01-23,Kelantan,61,19,15,4,23,19,26,16,none,1,0,0.0,0.42,23.57,13.55
2023-01-24,Kelantan,40,8,9,2,21,10,22,8,none,0,0,88.0,0.54,23.43,13.78
2023-01-25,Kelantan,20,5,5,0,10,5,14,1,none,0,0,87.0,0.67,23.29,13.62
2023-01-26,Kelantan,34,10,7,3,14,19,9,6,none,0,0,86.0,0.26,22.57,13.28
2023-01-27,Kelantan,35,10,11,2,12,6,20,9,none,0,1,85.0,0.56,14.57,13.5
2023-01-28,Kelantan,24,4,9,1,10,5,12,7,none,0,1,84.0,0.48,17.43,13.22
2023-01-29,Kelantan,24,7,8,0,9,1,23,0,none,0,0,83.0,0.92,17.29,12.93
2023-01-30,Kelantan,26,11,5,6,4,0,24,2,none,0,0,82.0,0.89,18.0,12.52
2023-01-31,Kelantan,28,7,7,5,9,5,18,5,none,0,0,81.0,0.62,17.71,12.1
2023-02-01,Kelantan,35,10,10,3,12,3,25,7,none,0,0,80.0,0.69,17.14,11.93
2023-02-02,Kelantan,38,10,11,2,15,17,18,3,none,0,0,79.0,0.46,18.71,11.3
2023-02-03,Kelantan,0,0,0,0,0,0,0,0,none,0,1,78.0,0.0,20.0,11.57
2023-02-04,Kelantan,65,16,15,2,32,19,42,4,none,0,1,77.0,0.64,17.14,11.2
2023-02-05,Kelantan,40,12,12,3,13,11,24,5,none,0,0,76.0,0.59,21.43,10.7
2023-02-06,Kelantan,111,37,25,5,44,55,31,25,normal_spike,0,0,75.0,0.28,21.57,10.27
2023-02-07,Kelantan,33,5,11,5,12,4,24,5,none,0,0,74.0,0.71,22.57,11.83
2023-02-08,Kelantan,32,11,9,1,11,2,25,5,none,0,0,73.0,0.76,23.43,11.63
2023-02-09,Kelantan,200,54,58,18,70,111,48,41,extreme_spike,0,0,72.0,0.24,23.43,11.67
2023-02-10,Kelantan,53,17,16,1,19,50,0,3,none,0,1,71.0,0.0,27.71,14.83
2023-02-11,Kelantan,18,5,2,1,10,3,11,4,none,0,1,70.0,0.58,27.71,16.4
2023-02-12,Kelantan,36,6,8,4,18,3,27,6,none,0,0,69.0,0.73,23.29,16.23
2023-02-13,Kelantan,52,14,14,3,21,16,30,6,none,0,0,68.0,0.57,23.71,16.03
2023-02-14,Kelantan,53,10,11,5,27,19,19,15,none,0,0,67.0,0.35,23.57,16.13
2023-02-15,Kelantan,58,20,13,2,23,16,18,24,none,0,0,66.0,0.31,22.86,16.67
2023-02-16,Kelantan,34,7,12,4,11,8,21,5,none,0,0,65.0,0.6,21.86,16.27
2023-02-17,Kelantan,0,0,0,0,0,0,0,0,none,0,1,64.0,0.0,18.0,15.33
2023-02-18,Kelantan,49,17,7,1,24,9,28,12,none,0,1,63.0,0.56,18.0,15.13
2023-02-19,Kelantan,51,9,19,4,19,18,32,1,none,0,0,62.0,0.62,20.43,14.47
2023-02-20,Kelantan,62,11,17,6,28,34,22,6,none,0,0,61.0,0.35,21.14,15.07
2023-02-21,Kelantan,44,10,12,2,20,7,27,10,none,0,0,60.0,0.6,20.0,16.0
2023-02-22,Kelantan,57,16,13,6,22,19,28,10,none,0,0,59.0,0.48,21.14,15.83
2023-02-23,Kelantan,42,11,14,3,14,11,27,4,none,0,0,58.0,0.63,22.57,15.83
2023-02-24,Kelantan,19,6,5,1,7,2,15,2,none,0,1,57.0,0.75,23.43,15.87
2023-02-25,Kelantan,69,14,19,4,32,29,27,13,none,0,1,56.0,0.39,25.57,15.77
2023-02-26,Kelantan,90,26,26,8,30,23,48,19,none,0,0,55.0,0.53,25.43,16.1
2023-02-27,Kelantan,54,11,15,4,24,8,35,11,none,0,0,54.0,0.64,27.71,16.67
2023-02-28,Kelantan,44,8,17,5,14,29,14,1,none,0,0,53.0,0.31,29.57,16.77
2023-03-01,Kelantan,48,11,16,1,20,10,32,6,none,0,0,52.0,0.65,27.71,17.7
2023-03-02,Kelantan,53,11,15,2,25,15,28,10,none,0,0,51.0,0.52,28.29,18.03
2023-03-03,Kelantan,0,0,0,0,0,0,0,0,none,0,1,50.0,0.0,28.43,18.37
2023-03-04,Kelantan,70,17,23,0,30,21,33,16,none,0,1,49.0,0.46,26.29,18.27
2023-03-05,Kelantan,59,15,12,7,25,18,27,14,none,0,0,48.0,0.45,27.14,18.4
2023-03-06,Kelantan,65,13,23,4,25,9,45,11,none,0,0,47.0,0.68,24.14,19.0
2023-03-07,Kelantan,54,18,11,1,24,11,34,9,none,0,0,46.0,0.62,25.57,18.67
2023-03-08,Kelantan,43,11,16,4,12,6,24,13,none,0,0,45.0,0.55,28.43,18.67
2023-03-09,Kelantan,41,8,10,2,21,3,33,5,none,0,0,44.0,0.79,27.29,17.03
2023-03-10,Kelantan,167,49,44,8,66,46,91,30,extreme_spike,0,1,43.0,0.54,28.0,17.0
2023-03-11,Kelantan,76,22,24,5,25,18,52,6,none,0,1,42.0,0.68,41.0,18.47
2023-03-12,Kelantan,104,31,30,7,36,37,51,16,none,0,0,41.0,0.49,43.71,15.37
2023-03-13,Kelantan,54,14,9,4,27,10,28,16,none,0,0,40.0,0.51,47.14,14.93
2023-03-14,Kelantan,48,13,11,2,22,8,38,2,none,0,0,39.0,0.78,44.71,15.17
2023-03-15,Kelantan,48,13,11,5,19,9,31,8,none,0,0,38.0,0.63,45.29,15.33
2023-03-16,Kelantan,184,39,62,11,72,31,98,55,extreme_spike,0,0,37.0,0.53,46.29,15.1
2023-03-17,Kelantan,116,30,31,2,53,32,52,32,normal_spike,0,1,36.0,0.44,55.57,15.5
2023-03-18,Kelantan,84,28,20,6,30,17,57,10,none,0,1,35.0,0.67,50.0,16.03
2023-03-19,Kelantan,76,20,19,6,31,16,36,24,none,0,0,34.0,0.47,50.71,16.33
2023-03-20,Kelantan,39,9,6,1,23,9,25,5,none,0,0,33.0,0.62,48.57,16.87
2023-03-21,Kelantan,46,16,12,4,14,7,35,4,none,0,0,32.0,0.74,48.14,16.87
2023-03-22,Kelantan,85,24,20,5,36,36,39,10,none,0,0,31.0,0.45,47.71,16.5
2023-03-23,Kelantan,2,0,2,0,0,0,2,0,none,0,0,30.0,0.67,48.86,16.57
2023-03-24,Kelantan,88,22,32,7,27,9,67,12,none,0,1,29.0,0.75,35.14,16.33
2023-03-25,Kelantan,33,6,13,3,11,7,20,6,none,0,1,28.0,0.59,37.29,16.0
2023-03-26,Kelantan,26,5,10,1,10,3,17,6,none,0,0,27.0,0.63,32.0,15.87
2023-03-27,Kelantan,22,9,1,1,11,4,13,5,none,0,0,26.0,0.57,29.29,15.9
2023-03-28,Kelantan,74,21,21,2,30,21,53,0,none,0,0,25.0,0.71,27.57,15.07
2023-03-29,Kelantan,82,17,31,3,31,41,40,1,none,0,0,24.0,0.48,30.14,15.0
2023-03-30,Kelantan,36,10,11,1,14,4,23,9,none,0,0,23.0,0.62,30.29,16.1
2023-03-31,Kelantan,36,13,9,3,11,10,19,7,none,0,1,22.0,0.51,33.29,15.27
2023-04-01,Kelantan,0,0,0,0,0,0,0,0,none,0,1,21.0,0.0,26.43,15.27
2023-04-02,Kelantan,63,19,14,4,26,6,48,9,none,0,0,20.0,0.75,23.57,14.77
2023-04-03,Kelantan,41,15,11,4,11,12,24,5,none,0,0,19.0,0.57,28.0,14.97
2023-04-04,Kelantan,27,6,10,1,10,10,15,2,none,0,0,18.0,0.54,29.57,14.67
2023-04-05,Kelantan,29,10,8,0,11,4,22,3,none,0,0,17.0,0.73,24.14,14.4
2023-04-06,Kelantan,22,7,8,0,7,3,16,3,none,0,0,16.0,0.7,21.57,14.23
2023-04-07,Kelantan,29,9,9,2,9,8,17,4,none,0,1,15.0,0.57,20.57,13.97
2023-04-08,Kelantan,21,3,7,1,10,9,9,3,none,0,1,14.0,0.41,20.29,14.03
2023-04-09,Kelantan,14,3,3,1,7,9,5,0,none,0,0,13.0,0.33,21.57,14.23
2023-04-10,Kelantan,31,11,11,1,8,19,12,0,none,0,0,12.0,0.38,15.43,13.0
2023-04-11,Kelantan,11,5,1,1,4,2,6,3,none,0,0,11.0,0.5,13.71,13.03
2023-04-12,Kelantan,29,9,7,1,12,7,14,8,none,0,0,10.0,0.47,12.43,11.87
2023-04-13,Kelantan,15,4,7,1,3,4,9,2,none,0,0,9.0,0.56,11.29,11.77
2023-04-14,Kelantan,38,7,11,1,19,10,23,5,none,0,1,8.0,0.59,10.29,11.63
2023-04-15,Kelantan,33,8,7,1,17,13,17,3,none,0,1,7.0,0.5,11.14,11.67
2023-04-16,Kelantan,61,10,13,2,36,11,43,7,none,0,0,6.0,0.69,12.29,11.07
2023-04-17,Kelantan,21,1,9,2,9,7,8,6,none,0,0,5.0,0.36,17.71,10.37
2023-04-18,Kelantan,80,28,18,5,29,10,54,16,none,0,0,4.0,0.67,17.14,10.03
2023-04-19,Kelantan,65,13,15,6,31,7,47,11,none,0,0,3.0,0.71,24.0,9.83
2023-04-20,Kelantan,6,3,1,0,2,0,6,0,none,0,0,2.0,0.86,28.71,9.77
2023-04-21,Kelantan,0,0,0,0,0,0,0,0,none,0,1,1.0,0.0,28.29,9.53
2023-04-22,Kelantan,0,0,0,0,0,0,0,0,none,1,1,0.0,0.0,25.0,8.33
2023-04-23,Kelantan,0,0,0,0,0,0,0,0,none,1,0,0.0,0.0,22.57,8.33
2023-04-24,Kelantan,71,18,19,7,27,22,32,17,none,0,0,66.0,0.44,16.43,8.03
2023-04-25,Kelantan,42,5,11,2,24,9,18,15,none,0,0,65.0,0.42,19.86,8.53
2023-04-26,Kelantan,59,25,10,4,20,13,33,13,none,0,0,64.0,0.55,14.71,8.73
2023-04-27,Kelantan,41,16,11,2,12,8,25,8,none,0,0,63.0,0.6,12.71,9.03
2023-04-28,Kelantan,30,5,10,2,13,7,18,5,none,0,1,62.0,0.58,15.43,8.6
2023-04-29,Kelantan,85,27,27,5,26,24,37,24,none,0,1,61.0,0.43,18.0,7.47
2023-04-30,Kelantan,64,15,24,4,21,12,44,8,none,0,0,60.0,0.68,23.29,8.13
2023-05-01,Kelantan,70,18,14,2,36,16,36,18,none,0,0,59.0,0.51,29.57,8.2
2023-05-02,Kelantan,25,5,10,2,8,2,21,2,none,0,0,58.0,0.81,30.14,8.73
2023-05-03,Kelantan,55,16,13,4,22,3,45,7,none,0,0,57.0,0.8,30.57,8.6
2023-05-04,Kelantan,19,8,4,2,5,4,11,4,none,0,0,56.0,0.55,32.29,8.3
2023-05-05,Kelantan,0,0,0,0,0,0,0,0,none,0,1,55.0,0.0,30.29,8.1
2023-05-06,Kelantan,49,11,15,7,16,8,33,8,none,0,1,54.0,0.66,27.71,7.97
2023-05-07,Kelantan,45,8,14,4,19,10,27,8,none,0,0,53.0,0.59,27.14,8.13
2023-05-08,Kelantan,29,11,8,1,9,3,23,3,none,0,0,52.0,0.77,24.71,8.2
2023-05-09,Kelantan,130,37,35,8,50,63,52,15,normal_spike,0,0,51.0,0.4,22.86,8.0
2023-05-10,Kelantan,43,9,11,6,17,9,20,14,none,0,0,50.0,0.45,27.29,9.8
2023-05-11,Kelantan,17,5,4,4,4,3,11,3,none,0,0,49.0,0.61,23.71,9.47
2023-05-12,Kelantan,20,6,2,1,11,7,5,8,none,0,1,48.0,0.24,23.71,9.5
2023-05-13,Kelantan,14,2,3,2,7,9,1,4,none,0,1,47.0,0.07,24.43,9.5
2023-05-14,Kelantan,24,5,3,0,16,0,24,0,none,0,0,46.0,0.96,19.86,9.67
2023-05-15,Kelantan,33,7,13,4,9,11,21,1,none,0,0,45.0,0.62,19.43,9.33
2023-05-16,Kelantan,37,6,13,2,16,19,16,2,none,0,0,44.0,0.42,19.14,9.27
2023-05-17,Kelantan,20,8,4,1,7,4,15,1,none,0,0,43.0,0.71,14.0,9.53
2023-05-18,Kelantan,46,15,12,2,17,23,17,6,none,0,0,42.0,0.36,13.29,9.43
2023-05-19,Kelantan,220,50,57,15,98,60,101,59,extreme_spike,0,1,41.0,0.46,14.14,9.87
2023-05-20,Kelantan,0,0,0,0,0,0,0,0,none,0,1,40.0,0.0,27.86,11.63
2023-05-21,Kelantan,43,16,10,1,16,12,27,4,none,0,0,39.0,0.61,27.71,11.63
2023-05-22,Kelantan,43,15,10,5,13,3,34,6,none,0,0,38.0,0.77,28.14,12.03
2023-05-23,Kelantan,76,19,18,3,36,25,40,11,none,0,0,37.0,0.52,30.0,12.13
2023-05-24,Kelantan,20,3,3,3,11,1,17,2,none,0,0,36.0,0.81,33.43,12.97
2023-05-25,Kelantan,22,8,6,2,6,4,15,3,none,0,0,35.0,0.65,33.71,12.27
2023-05-26,Kelantan,21,5,5,1,10,6,9,6,none,0,1,34.0,0.41,33.43,12.1
2023-05-27,Kelantan,35,8,8,4,15,18,10,7,none,0,1,33.0,0.28,20.29,11.87
2023-05-28,Kelantan,79,22,22,8,27,11,48,20,none,0,0,32.0,0.6,21.71,12.2
2023-05-29,Kelantan,42,10,10,4,18,5,27,10,none,0,0,31.0,0.63,24.71,12.33
2023-05-30,Kelantan,76,28,21,6,21,23,38,15,none,0,0,30.0,0.49,23.71,11.7
2023-05-31,Kelantan,55,14,15,6,20,16,26,13,none,0,0,29.0,0.46,23.43,12.07
2023-06-01,Kelantan,36,13,10,3,10,12,15,9,none,0,0,28.0,0.41,24.71,12.07
2023-06-02,Kelantan,22,6,6,0,10,9,8,5,none,0,1,27.0,0.35,24.71,12.4
2023-06-03,Kelantan,36,11,10,2,13,12,23,1,none,0,1,26.0,0.62,24.57,12.6
2023-06-04,Kelantan,10,1,4,1,4,0,9,1,none,0,0,25.0,0.82,26.43,12.87
2023-06-05,Kelantan,46,12,14,3,17,12,25,9,none,0,0,24.0,0.53,20.86,12.87
2023-06-06,Kelantan,64,20,14,2,28,13,44,7,none,0,0,23.0,0.68,20.57,13.0
2023-06-07,Kelantan,89,25,18,9,37,26,24,39,none,0,0,22.0,0.27,21.43,13.1
2023-06-08,Kelantan,15,2,5,1,7,0,13,2,none,0,0,21.0,0.81,21.14,13.87
2023-06-09,Kelantan,19,7,2,2,8,2,16,1,none,0,1,20.0,0.8,20.86,11.77
2023-06-10,Kelantan,58,18,11,2,27,19,24,15,none,0,1,19.0,0.41,22.0,11.53
2023-06-11,Kelantan,28,9,7,3,9,6,18,4,none,0,0,18.0,0.62,22.14,12.07
2023-06-12,Kelantan,24,6,6,2,10,1,18,5,none,0,0,17.0,0.72,23.43,12.03
2023-06-13,Kelantan,64,15,22,6,21,15,28,21,none,0,0,16.0,0.43,22.43,11.77
2023-06-14,Kelantan,108,29,32,7,40,21,67,20,normal_spike,0,0,15.0,0.61,20.14,12.27
2023-06-15,Kelantan,19,5,4,0,10,0,17,2,none,0,0,14.0,0.85,26.29,12.6
2023-06-16,Kelantan,636,172,179,39,246,169,367,100,extreme_spike,0,1,13.0,0.58,26.86,11.97
2023-06-17,Kelantan,0,0,0,0,0,0,0,0,none,0,1,12.0,0.0,77.0,17.47
2023-06-18,Kelantan,25,6,11,0,8,1,23,1,none,0,0,11.0,0.88,73.57,16.7
2023-06-19,Kelantan,20,4,7,3,6,2,18,0,none,0,0,10.0,0.86,74.29,14.73
2023-06-20,Kelantan,57,16,13,4,24,30,21,6,none,0,0,9.0,0.36,74.29,14.8
2023-06-21,Kelantan,50,12,15,3,20,28,18,4,none,0,0,8.0,0.35,73.29,15.4
2023-06-22,Kelantan,81,21,17,8,35,54,15,12,none,0,0,7.0,0.18,66.29,16.23
2023-06-23,Kelantan,0,0,0,0,0,0,0,0,none,0,1,6.0,0.0,66.0,17.2
2023-06-24,Kelantan,83,22,26,3,32,16,55,12,none,0,1,5.0,0.65,13.57,17.17
2023-06-25,Kelantan,39,18,8,1,12,3,35,1,none,0,0,4.0,0.88,21.43,17.57
2023-06-26,Kelantan,49,9,15,2,23,13,26,10,none,0,0,3.0,0.52,23.14,17.47
2023-06-27,Kelantan,35,11,10,2,12,4,27,4,none,0,0,2.0,0.75,24.29,17.3
2023-06-28,Kelantan,31,7,4,1,19,12,15,4,none,0,0,1.0,0.47,25.14,17.07
2023-06-29,Kelantan,0,0,0,0,0,0,0,0,none,1,0,0.0,0.0,24.71,17.3
2023-06-30,Kelantan,0,0,0,0,0,0,0,0,none,0,1,135.0,0.0,22.57,16.53
2023-07-01,Kelantan,37,7,12,1,17,14,16,7,none,0,1,134.0,0.42,22.57,16.0
2023-07-02,Kelantan,24,11,5,2,6,1,22,1,none,0,0,133.0,0.88,17.0,16.07
2023-07-03,Kelantan,44,10,18,1,15,11,21,12,none,0,0,132.0,0.47,15.14,15.8
2023-07-04,Kelantan,48,7,12,2,27,7,36,5,none,0,0,131.0,0.73,14.43,15.77
2023-07-05,Kelantan,45,8,14,2,21,7,30,8,none,0,0,130.0,0.65,15.71,16.0
2023-07-06,Kelantan,14,6,1,1,6,0,13,1,none,0,0,129.0,0.87,17.86,15.83
2023-07-07,Kelantan,38,6,12,3,17,12,18,8,none,0,1,128.0,0.46,19.71,15.4
2023-07-08,Kelantan,35,6,13,2,14,2,23,10,none,0,1,127.0,0.64,22.29,14.93
2023-07-09,Kelantan,32,9,5,3,15,4,23,5,none,0,0,126.0,0.7,23.29,15.0
2023-07-10,Kelantan,73,17,18,6,32,20,30,23,none,0,0,125.0,0.41,23.43,15.07
2023-07-11,Kelantan,72,15,19,8,30,35,27,10,none,0,0,124.0,0.37,24.71,15.1
2023-07-12,Kelantan,33,11,7,0,15,9,19,5,none,0,0,123.0,0.56,23.43,16.07
2023-07-13,Kelantan,41,13,10,6,12,11,26,4,none,0,0,122.0,0.62,21.86,16.33
2023-07-14,Kelantan,65,18,17,2,28,16,29,20,none,0,1,121.0,0.44,23.71,16.2
2023-07-15,Kelantan,49,17,8,3,21,21,16,12,none,0,1,120.0,0.32,25.29,16.03
2023-07-16,Kelantan,52,11,20,3,18,16,29,7,none,0,0,119.0,0.55,24.29,16.73
2023-07-17,Kelantan,31,10,8,4,9,7,21,3,none,0,0,118.0,0.66,25.14,11.63
2023-07-18,Kelantan,39,9,12,2,16,5,29,5,none,0,0,117.0,0.72,23.86,11.87
2023-07-19,Kelantan,24,6,7,1,10,4,14,6,none,0,0,116.0,0.56,24.14,12.0
2023-07-20,Kelantan,54,11,16,4,23,38,13,3,none,0,0,115.0,0.24,23.43,12.07
2023-07-21,Kelantan,0,0,0,0,0,0,0,0,none,0,1,114.0,0.0,21.57,12.33
2023-07-22,Kelantan,25,8,8,1,8,6,16,3,none,0,1,113.0,0.62,17.43,11.4
2023-07-23,Kelantan,103,19,29,13,42,46,26,31,none,0,0,112.0,0.25,17.43,9.8
2023-07-24,Kelantan,14,2,5,1,6,1,11,2,none,0,0,111.0,0.73,17.0,11.33
2023-07-25,Kelantan,68,16,17,8,27,45,20,3,none,0,0,110.0,0.29,15.57,10.83
2023-07-26,Kelantan,54,14,14,4,22,36,12,6,none,0,0,109.0,0.22,14.29,12.23
2023-07-27,Kelantan,34,10,8,1,15,11,20,3,none,0,0,108.0,0.57,14.0,13.0
2023-07-28,Kelantan,35,13,3,3,16,9,14,12,none,0,1,107.0,0.39,15.0,13.23
2023-07-29,Kelantan,0,0,0,0,0,0,0,0,none,0,1,106.0,0.0,17.0,13.13
2023-07-30,Kelantan,30,8,12,2,8,4,22,4,none,0,0,105.0,0.71,14.71,13.13
2023-07-31,Kelantan,40,10,11,2,17,9,21,10,none,0,0,104.0,0.51,14.14,13.27
2023-08-01,Kelantan,28,9,4,1,14,2,19,7,none,0,0,103.0,0.66,15.57,13.1
2023-08-02,Kelantan,37,8,11,3,15,9,20,8,none,0,0,102.0,0.53,15.43,13.13
2023-08-03,Kelantan,24,10,5,1,8,1,20,3,none,0,0,101.0,0.8,16.57,13.07
2023-08-04,Kelantan,0,0,0,0,0,0,0,0,none,0,1,100.0,0.0,16.57,12.87
2023-08-05,Kelantan,43,6,17,1,19,14,12,17,none,0,1,99.0,0.27,14.57,12.63
2023-08-06,Kelantan,37,9,12,1,15,5,26,6,none,0,0,98.0,0.68,16.29,13.1
2023-08-07,Kelantan,24,3,5,5,11,4,17,3,none,0,0,97.0,0.68,16.86,12.87
2023-08-08,Kelantan,37,11,11,0,15,6,25,6,none,0,0,96.0,0.66,16.29,12.93
2023-08-09,Kelantan,68,12,19,3,34,48,16,4,none,0,0,95.0,0.23,17.14,13.0
2023-08-10,Kelantan,41,9,7,2,23,17,20,4,none,0,0,94.0,0.48,16.57,13.93
2023-08-11,Kelantan,24,9,7,1,7,7,9,8,none,0,1,93.0,0.36,16.57,13.33
2023-08-12,Kelantan,0,0,0,0,0,0,0,0,none,0,1,92.0,0.0,17.86,13.27
2023-08-13,Kelantan,26,4,8,1,13,6,17,3,none,0,0,91.0,0.63,16.14,12.9
2023-08-14,Kelantan,52,17,14,7,14,7,42,3,none,0,0,90.0,0.79,14.86,12.57
2023-08-15,Kelantan,95,22,33,6,34,71,23,1,none,0,0,89.0,0.24,18.43,12.1
2023-08-16,Kelantan,106,30,28,8,40,83,19,4,normal_spike,0,0,88.0,0.18,18.14,13.93
2023-08-17,Kelantan,18,4,7,0,7,0,17,1,none,0,0,87.0,0.89,18.57,16.47
2023-08-18,Kelantan,37,9,10,3,15,12,24,1,none,0,1,86.0,0.63,18.14,16.3
2023-08-19,Kelantan,44,12,13,3,16,10,20,14,none,0,1,85.0,0.44,20.29,16.57
2023-08-20,Kelantan,48,14,15,1,18,9,27,12,none,0,0,84.0,0.55,23.14,15.63
2023-08-21,Kelantan,67,12,18,1,36,47,18,2,none,0,0,83.0,0.26,24.57,15.93
2023-08-22,Kelantan,62,15,19,4,24,41,17,4,none,0,0,82.0,0.27,21.14,17.3
2023-08-23,Kelantan,45,10,9,7,19,7,29,9,none,0,0,81.0,0.63,20.29,17.13
2023-08-24,Kelantan,48,12,14,3,19,24,15,9,none,0,0,80.0,0.31,21.71,17.33
2023-08-25,Kelantan,0,0,0,0,0,0,0,0,none,0,1,79.0,0.0,21.43,16.63
2023-08-26,Kelantan,10,3,5,0,2,5,0,5,none,0,1,78.0,0.0,18.0,15.43
2023-08-27,Kelantan,68,18,16,5,29,6,57,5,none,0,0,77.0,0.83,15.14,15.23
2023-08-28,Kelantan,30,7,11,0,12,8,17,5,none,0,0,76.0,0.55,19.43,15.13
2023-08-29,Kelantan,16,7,8,0,1,1,14,1,none,0,0,75.0,0.82,19.29,15.4
2023-08-30,Kelantan,171,37,52,13,69,17,139,15,extreme_spike,0,0,74.0,0.81,18.86,15.3
2023-08-31,Kelantan,75,25,14,7,29,21,38,16,none,0,0,73.0,0.5,34.57,15.57
2023-09-01,Kelantan,0,0,0,0,0,0,0,0,none,0,1,72.0,0.0,37.86,16.2
2023-09-02,Kelantan,45,8,13,4,20,10,25,10,none,0,1,71.0,0.54,37.86,15.9
2023-09-03,Kelantan,27,8,8,3,8,7,13,7,none,0,0,70.0,0.46,41.43,16.2
2023-09-04,Kelantan,18,6,5,3,4,0,18,0,none,0,0,69.0,0.95,35.14,16.43
2023-09-05,Kelantan,14,6,2,1,5,0,12,2,none,0,0,68.0,0.8,35.29,15.97
2023-09-06,Kelantan,44,13,11,5,15,8,31,5,none,0,0,67.0,0.69,35.0,15.8
2023-09-07,Kelantan,51,16,13,1,21,1,42,8,none,0,0,66.0,0.81,19.57,15.93
2023-09-08,Kelantan,28,6,5,3,14,3,23,2,none,0,1,65.0,0.79,20.14,15.77
2023-09-09,Kelantan,31,10,5,2,14,11,11,9,none,0,1,64.0,0.34,23.43,14.27
2023-09-10,Kelantan,42,8,12,6,16,10,23,9,none,0,0,63.0,0.53,21.43,14.07
2023-09-11,Kelantan,65,27,11,4,23,18,37,10,none,0,0,62.0,0.56,22.86,14.17
2023-09-12,Kelantan,75,17,22,7,29,35,27,13,none,0,0,61.0,0.36,25.57,14.77
2023-09-13,Kelantan,64,18,24,5,17,26,30,8,none,0,0,60.0,0.46,27.71,15.73
2023-09-14,Kelantan,98,19,24,11,44,57,17,24,none,0,0,59.0,0.17,27.57,16.37
2023-09-15,Kelantan,40,11,9,4,16,13,12,15,none,0,1,58.0,0.29,24.0,15.9
2023-09-16,Kelantan,0,0,0,0,0,0,0,0,none,0,1,57.0,0.0,22.43,13.57
2023-09-17,Kelantan,32,9,10,3,10,7,16,9,none,0,0,56.0,0.48,20.86,13.57
2023-09-18,Kelantan,65,14,16,5,30,38,21,6,none,0,0,55.0,0.32,19.86,13.4
2023-09-19,Kelantan,48,15,13,4,16,8,34,6,none,0,0,54.0,0.69,17.57,14.33
2023-09-20,Kelantan,30,4,8,1,17,1,27,2,none,0,0,53.0,0.87,18.57,14.3
2023-09-21,Kelantan,138,35,31,11,61,81,51,6,normal_spike,0,0,52.0,0.37,18.14,12.77
2023-09-22,Kelantan,29,7,7,3,12,2,22,5,none,0,1,51.0,0.73,23.0,14.1
2023-09-23,Kelantan,55,22,11,2,20,14,31,10,none,0,1,50.0,0.55,24.43,13.93
2023-09-24,Kelantan,54,16,19,3,16,8,37,9,none,0,0,49.0,0.67,28.86,13.6
2023-09-25,Kelantan,13,1,4,1,7,1,11,1,none,0,0,48.0,0.79,31.86,13.87
2023-09-26,Kelantan,38,11,5,1,21,15,16,7,none,0,0,47.0,0.41,30.43,13.73
2023-09-27,Kelantan,20,6,3,1,10,4,14,2,none,0,0,46.0,0.67,27.86,14.03
2023-09-28,Kelantan,20,7,7,0,6,4,14,2,none,0,0,45.0,0.67,26.0,13.9
